12,684
13,691
14,703
3,704
15,711
16,731
17,732
2,735
3,740
18,744
19,746
1,750
1,755
3,757
3,759
20,772
1,238
3,373
3,458
2,45
2,100
3,189
2,272
3,422
0,452
2,15
3,24
3,47
3,108
3,245
2,353
3,387
1,630
1,631
5,633
1,636
1,637
1,639
1,646
6,648
3,650
7,653
8,658
3,659
9,660
10,670
11,675
1,683
0,504
3,531
3,564
3,37
3,275
3,288
2,323
0,359
3,361
3,380
3,425
3,437
3,483
3,489
3,543
3,53
1,234
3,355
3,537
1,809
3,18
3,162
3,163
1,243
3,320
3,459
3,0
3,38
1,56
3,143
2,164
3,309
3,232
3,366
3,438
3,28
3,295
3,329
3,404
3,93
1,285
3,546
3,549
3,393
3,79
2,124
3,198
1,236
3,253
0,264
1,286
3,464
3,423
0,975
3,983
3,984
3,985
3,986
3,987
3,988
1,993
1,994
3,997
3,998
3,1002
1,1004
3,925
3,71
3,120
3,205
3,207
3,257
3,298
3,325
3,435
3,465
1,516
3,545
3,550
0,566
0,407
3,22
3,230
3,299
3,352
3,433
3,462
3,470
3,491
0,666
0,674
3,25
3,75
1,192
0,754
3,776
0,922
2,446
3,199
0,213
3,443
3,526
1,685
3,35
1,59
3,177
3,182
3,363
3,376
0,430
0,466
3,31
3,221
3,390
1,369
3,540
3,596
3,654
3,802
1,806
1,924
3,947
3,974
3,979
3,1000
3,512
3,600
3,623
3,745
3,616
1,552
3,581
1,698
1,738
3,748
3,874
3,876
3,881
3,882
1,888
0,893
3,894
3,897
1,899
3,904
3,910
3,911
3,915
3,916
1,928
3,934
3,940
3,946
3,948
3,959
3,960
3,961
3,964
3,965
3,966
0,967
0,972
0,973
3,779
1,784
3,790
21,798
22,808
3,824
3,835
2,838
3,839
3,843
0,844
1,849
3,858
1,863
3,866
3,875
3,828
1,949
2,101
1,102
3,134
3,296
3,457
3,589
3,36
1,88
3,127
3,186
3,204
3,225
1,235
1,880
3,872
3,905
1,921
3,950
0,957
1,1001
0,43
3,112
2,274
3,341
2,354
3,399
3,403
3,410
3,535
3,556
3,115
3,128
3,405
1,6
3,212
3,96
3,17
3,420
3,169
3,165
3,280
1,411
3,494
0,971
3,133
3,106
3,41
3,172
3,14
3,215
3,582
3,588
3,621
2,662
3,900
0,913
1,931
3,117
3,297
3,347
0,487
0,500
0,510
3,523
3,577
1,599
1,879
1,884
3,890
1,901
1,902
3,903
3,920
3,938
3,941
3,942
3,943
3,944
3,962
3,968
1,977
1,982
3,228
1,319
3,383
3,396
3,402
3,416
3,432
3,479
0,501
3,524
1,532
4,580
2,617
3,624
3,628
3,629
3,160
3,82
3,121
3,107
3,86
3,62
3,13
3,249
3,183
3,434
1,5
1,211
3,129
3,377
3,84
3,21
1,995
0,996
3,999
3,1003
3,78
3,203
1,239
3,289
3,315
3,382
3,384
3,386
3,398
3,436
3,439
3,449
3,426
3,48
3,201
3,258
0,506
3,560
0,12
1,131
3,509
3,518
1,963
3,92
3,179
3,77
2,98
3,136
3,148
3,156
1,240
1,241
3,287
0,293
0,360
3,484
3,541
0,573
0,602
3,611
3,681
3,468
3,472
3,475
0,505
3,561
1,571
3,574
3,575
3,576
3,578
3,583
3,584
1,586
3,594
3,595
3,603
3,817
3,829
3,855
3,877
3,878
3,889
3,895
1,898
3,906
3,939
3,954
3,955
3,958
3,978
1,991
3,219
0,11
3,113
3,340
3,157
3,180
3,300
3,116
3,493
3,450
